,ave_before_trim,ave_after_trim,ap_before_trim,ap_after_trim,mcc_before_trim,mcc_after_trim,cluster_size,active_test_fraction,inactive_test_fraction
0,0.06256511690218458,0.012268134142461806,0.4493183078883,0.032754466530318,0.11660766821363718,0.0,1272.0,0.8480096501809409,0.23025740874177872
1,0.0706770708283313,0.04044297719087642,0.9900702486107459,0.9899104685983507,0.8856299630343857,0.8544664800923822,1021.0,0.4091858037578288,0.24199639765266398
2,0.06264736019972694,-0.024683676064573057,0.8972047221475056,0.897846031572782,0.892683474219508,0.8284561418278602,1932.0,0.7786774628879892,0.21268673868076304
3,0.08391809344670059,0.05901141842504437,0.6263067897026277,0.5385133548672414,0.6471142380375469,0.5968585350581086,1027.0,0.15129449838187703,0.2826397403534079
4,0.047078160076968856,0.018049033307371565,0.7319636855237972,0.187822813305402,0.4941194304185794,0.3581046088053133,1601.0,0.341324200913242,0.2606024199776881
5,0.07587316762268959,0.03408062460165712,0.7229326583177859,0.6653547872750202,0.716682221901039,0.6668472108004485,1355.0,0.054844606946983544,0.24243828948893267
6,0.05908155166136403,0.02340071177995573,0.4443114754089968,0.39800488484592284,0.4441535446704124,0.42361730678164167,1480.0,0.23207036535859268,0.25825036974901217
7,0.06989979105574051,0.041389461261011784,0.7326639160412964,0.6951055064393689,0.6895186484363012,0.6560685104144134,1657.0,0.2038369304556355,0.2646063002789891
8,0.10100656741228792,0.05529463565270665,0.9856681272549974,0.9723201535056094,0.8897955273958675,0.7580301343356406,1430.0,0.5521292217327459,0.25182387408088236
9,0.08692257011800919,0.03269631247104665,0.5445356620635974,0.3623955408822331,0.5497061523555935,0.29572917599267756,1425.0,0.41935483870967744,0.2686983418690736
10,0.09441091946661001,0.05466322427512588,0.8666260677880205,0.8544268707967381,0.8202367242841146,0.7930651301688519,1148.0,0.43394747157977265,0.277389792143981
11,0.09755010222996574,0.04540927468436007,0.9330294983758702,0.8907985500668891,0.8887272319981021,0.8396291885226944,1300.0,0.19066666666666668,0.25890711155096846
12,0.08741885059945087,0.0537620874657298,0.8260628495648911,0.774865759541357,0.7039512035083495,0.671780449883704,1148.0,0.5013342228152101,0.23224432819616192
13,0.08177078676042221,0.06597489342886242,0.8828520988016424,0.8751964432551005,0.8521018140665663,0.8219235230511128,1245.0,0.22706422018348624,0.25714509680959474
14,0.03909713396478126,0.02797006469447444,0.1599999199371397,0.14998205247817573,0.28151465504193934,0.26334507910450417,1238.0,0.25126475548060706,0.27099841521394613
15,0.12192912317070159,0.05160172091837145,0.991760640891561,0.9848245072261461,0.9624682540399334,0.9309615866562078,1787.0,0.11981566820276497,0.2368781031512818
16,0.10333625636438509,0.05110688757393922,0.8534961217401297,0.7842559732603185,0.7818475434769059,0.735814047249781,1481.0,0.19745547073791347,0.26124581488281673
17,0.049685379840013144,0.008471168397969908,0.4014460725395563,0.33972843890131027,0.43911184182879565,0.39916586678057914,1466.0,0.10719874804381847,0.27092737216689355
18,0.08932647796941429,0.0077640894530898175,0.998950864614517,0.9990846349168079,0.9905820741642841,0.9834291592273583,1430.0,0.31024531024531027,0.27850485343120684
19,0.06841181826701914,0.024581989102422375,0.7294204611725619,0.6491522615635289,0.6644353259174717,0.6009583729130499,1472.0,0.29424657534246573,0.23991791151625066
20,0.07493254415633233,0.028414631091068454,0.9465052884871404,0.9370183769737768,0.9030741426817541,0.8890607354436537,1162.0,0.13274336283185842,0.23547630635812575
21,0.09508371392583903,0.06765858515597034,0.9560846155234106,0.9307235582137464,0.8285113402349529,0.7953045311804988,1701.0,0.45078071961982347,0.249565377726267
22,0.018250224796515446,0.0021482781170809595,0.25330732426278035,0.21120957413456137,0.31157051623549314,0.28455308205252267,1029.0,0.2634315424610052,0.23515355156473375
23,0.06907930434045018,-0.0007000233268850686,0.8443520639513981,0.8024818442276551,0.8123025387216558,0.6757508245933279,1407.0,0.13926701570680627,0.21427899918075718
24,0.09982660641539154,0.05588458925891304,0.8131227219178176,0.7862401588570361,0.7215457048643321,0.695277098776247,1798.0,0.14508474576271185,0.28919894623865744
25,0.10933579115419112,0.031463441425550354,0.7679839798100969,0.6106597164151015,0.7516332998824035,0.29952122590849783,1997.0,0.18238021638330756,0.2508958875996527
26,0.07748703174261257,0.017547188007911108,0.5854045113266686,0.40087272524164885,0.572052110051432,0.4014131273897289,1400.0,0.220616570327553,0.2315199335548173
27,0.06263096466284468,0.024770989352788986,0.3576878832132855,0.33338966523656643,0.39935236016712267,0.37922046432051926,1790.0,0.25047619047619046,0.2500922986044451
28,0.1013265431267854,0.04195824172537055,0.6148104672935998,0.4504977769794588,0.5510710037700426,0.4417639531760135,1243.0,0.0888030888030888,0.25832652045640353
29,0.141704373002087,0.07651507904122368,0.9913772542541921,0.9875542689252047,0.9521304646569031,0.9216433325967357,1360.0,0.16455078125,0.3086886822699583
30,0.11692256321989741,0.06455481768578486,0.8299272715524346,0.8229463811701662,0.7503276642184821,0.6951123812352928,1595.0,0.34520123839009287,0.24270721855904995
31,0.08359812101054265,0.044231720729333346,0.7222739759798995,0.7112097927847405,0.6891601810767023,0.5921193025712739,1105.0,0.08761329305135952,0.2233780123859304
32,0.05561674542590578,0.02200533139464428,0.6358610534594105,0.5820028415132915,0.6446775450221899,0.485105115422293,1466.0,0.16179775280898875,0.2860906491030419
33,0.129857942602163,0.0350017989374537,0.6374083464258999,0.5644784805428547,0.6913816300896088,0.5273777951850139,1662.0,0.4176470588235294,0.2362491390337499
34,0.11199576791292709,0.07580769631737866,0.7269975455510389,0.6927877024986274,0.6610684977705324,0.6183351006519506,1186.0,0.12691391629806056,0.2595968260776324
35,0.10089060593343763,0.09650888013593273,0.5208945534768684,0.5346379370936475,0.36809299515815624,0.44822829699225086,1233.0,0.5026041666666666,0.2587884646367005
36,0.09316192953124036,0.029362020727430327,0.7678497469144235,0.7791683961123606,0.8193963669507659,0.8544447863929002,1729.0,0.08124076809453472,0.25450333317573637
37,0.09762598807111228,0.04691923509129159,0.5120292856106182,0.3294916624117876,0.27526518207958106,0.16462897305077506,1334.0,0.1780821917808219,0.25520186088009433
38,0.13656272439599088,0.09449414488575086,0.982288037166086,0.9829931972789115,0.9761331400285589,0.9879951965390572,1300.0,0.021116138763197588,0.2799248868487786
39,0.07322975454061958,0.031189434420853646,0.7301341564558909,0.5261837398945423,0.643760916995711,0.46920526320564554,1922.0,0.3110871905274489,0.21778175663388774
40,0.09717944378631471,0.029233372821120263,0.7347669251398521,0.7224572621838645,0.8526585793431716,0.7975440940805196,1941.0,0.03492063492063492,0.2689535889305275
41,0.09245805856425326,-0.00265986747748026,0.7707005912796986,0.6322763349728885,0.7471213959690155,0.6648525620113571,1177.0,0.18801996672212978,0.2837256526037353
42,0.0857583563431159,0.026781814336128418,0.6919741368176738,0.6278535380592865,0.6214178461013217,0.5942867775967381,1475.0,0.1756554307116105,0.2665372214831062
43,0.08974850051629896,0.05827346481870427,0.8574762911850268,0.8417124529597276,0.8319255028500891,0.8271946744350889,1820.0,0.1503030303030303,0.24774781165321266
44,0.04746380131443545,0.003306937758220385,0.5255597700707051,0.2813455046478531,0.46689541055498085,0.25498116783682495,1119.0,0.08943089430894309,0.2541378163893667
45,0.07874832433957935,0.023065781477949576,0.8251949569598312,0.8251780071138028,0.8911489087650739,0.8911489087650739,1960.0,0.03680203045685279,0.25852742940022183
46,0.06942159308010021,0.030976371643721023,0.8445452399159188,0.784207377913493,0.7359865412702856,0.6696946788587718,1488.0,0.5689127105666156,0.2719226680511261
47,0.126219206284858,0.048665820826755524,0.9067153872674475,0.8869929939145418,0.8808536985118887,0.8852903469330067,1267.0,0.6402027027027027,0.2703009170670862
48,0.05685067228581553,0.02078686855653189,0.22219323406088823,0.1266038972035429,0.2798827197714415,0.1706883378872075,1569.0,0.11148197596795728,0.2800127836369447
49,0.09255618662824067,0.0016162530078824289,0.6963335679159804,0.3354657185527677,0.6949225574247223,0.33841183890824245,1299.0,0.17405764966740578,0.21353339217416886
50,0.08914179032529079,0.027268482683201534,0.7084865837694572,0.4855087524867584,0.6406673673656852,0.2873500722576733,1969.0,0.1264069264069264,0.29312860111109473
51,0.1043269780224576,0.04770854311871392,0.77525397376018,0.7305200936536651,0.757926361493842,0.7215251354901483,1276.0,0.06977911646586345,0.2476856819905281
52,0.055478251537480816,-0.0001986674257816179,0.6563290976897623,0.28008574622635374,0.34997061541413566,0.24818094962698584,1899.0,0.2796934865900383,0.2244207703196007
53,0.06794119076584476,0.03189455716431955,0.7975189776618707,0.7734323290275249,0.7940634236581836,0.7725961480425715,1672.0,0.5191082802547771,0.2423938434199401
54,0.0813304888771893,0.027472474037025407,0.7913093276895822,0.7735155836915538,0.8033747762649596,0.719381641707467,1570.0,0.19219653179190752,0.26056382641748493
55,0.08489178344338794,0.03276413034883391,0.9969786346036369,0.9991920085301214,0.9374788094890457,0.9324653424002808,1153.0,0.263030303030303,0.2899817146072157
56,0.1054588738462982,0.03132011660425066,0.8690608233105387,0.8035111315615383,0.8745160695442026,0.7759541941631188,1592.0,0.10418743768693918,0.25736032344720916
57,0.09082383368175417,0.03787309455246318,0.5494112532815155,0.3842113495823558,0.5481979205452435,0.4219055868393724,1506.0,0.21407907425265188,0.26323194164007035
58,0.08809029545436564,0.05272681615674568,0.9322094934187308,0.9128148369371795,0.8622377656369082,0.8414221990123452,1101.0,0.31761142362613587,0.2558418882270628
59,0.062483946813262636,0.010004302723840397,0.3992499667240509,0.2289688955325936,0.487527565488152,0.4102879791507922,1301.0,0.07536415452818239,0.3093457045994208
60,0.07315566037735849,0.035140596469872165,0.43052582195580363,0.3055402165783067,0.5014640556958114,0.39152849113093463,1811.0,0.06336633663366337,0.25093547155402823
61,0.021359409236403115,-0.000943817230433408,0.2225378409367711,0.16096134233256285,0.2818865607982833,0.2278191760584764,1558.0,0.3393009377664109,0.24981053336089212
62,0.11917563645957002,0.08107248384118187,0.869692793505362,0.8340006786601897,0.8007280115196876,0.8180961252810129,1674.0,0.023178807947019868,0.23585136790526745
63,0.0745843146221562,0.009865592012499536,0.1793160160533553,0.020141184695935774,0.24224736938467878,-0.0007656684611882632,1562.0,0.08571428571428572,0.25882909940966725
64,0.11798188836910051,0.11986781571328353,0.9745433233483058,0.9689278356021763,0.8835785354587342,0.841606295175744,1307.0,0.7172413793103448,0.30674002751031637
65,0.10309432868040935,0.01359531934623509,0.9979290440501426,0.9922728046862074,0.9773861676439471,0.8634593969478326,1654.0,0.43858131487889274,0.23691632717016609
66,0.06957419814584598,0.030385281730412494,0.5992312399410024,0.49181465746579006,0.5983089035165966,0.5227832980460781,1299.0,0.16403568977350722,0.23567436909566683
67,0.033626369046416194,0.010110155192272707,0.11559711432670755,0.11700539300625097,0.20980540219604044,0.1868164769832548,1850.0,0.24695652173913044,0.2224593810155494
68,0.0965880132761382,0.018399547852117337,0.8627830936010797,0.8643868168962731,0.782055661783595,0.7575141596187254,1487.0,0.16825396825396827,0.27857687600872605
69,0.09052428918771405,0.07126540600767756,0.6152799008031882,0.5727077820921567,0.6115001197233726,0.5644137207304532,1773.0,0.14666666666666667,0.26164232392080494
70,0.11427411373587137,0.06531105354658157,0.9672385258549493,0.9536190843714685,0.9003642548312928,0.8919263060965924,1039.0,0.24953095684803,0.25146857082556545
71,0.09379751720589186,0.07953720975107742,0.5028155389537022,0.5225570328009258,0.37767307729124877,0.37767307729124877,1293.0,0.05622489959839357,0.25735379318336066
72,0.10557386209350694,0.05229553660093106,0.9939313907455528,0.9907165353766112,0.9644841409346948,0.9276882552825872,1014.0,0.23667570009033423,0.2531616762573556
73,0.06623671625637251,0.02418826808545943,0.41831654142235825,0.2986796310252721,0.4681257993163621,0.30022043172907936,1363.0,0.19457889641819942,0.2679717882802716
74,0.07383988807710246,0.009543188766257316,0.6883422113720086,0.2783607220540353,0.4312025369255478,0.378726681940766,1236.0,0.09859154929577464,0.2532959713353852
75,0.08278825170788029,0.03272098527855294,0.33130609838592767,0.2506562437167518,0.3993433654680635,0.31747427217425844,1587.0,0.3105590062111801,0.262957480992321
76,0.09963161121807451,0.030767051321090144,0.9857954214977951,0.9820316062796659,0.9109977802655254,0.8749824879432708,1131.0,0.5132368513942817,0.2523311298866173
77,0.028767546353182738,0.0020632860784566276,0.07558052354493074,0.05267951305225836,0.1621866479793034,0.10265785511111478,1806.0,0.23954703832752614,0.2444689938155312
78,0.06112438633444678,0.033658261133675815,0.7115316403050512,0.7010915310538233,0.5799267978512744,0.5665307256149293,1320.0,0.2706459525756337,0.23780969525857046
79,0.19477998051095835,0.050336691531247035,0.9810072600212918,0.9601772631491301,0.9537136832016384,0.835863445691531,1479.0,0.24274013402829486,0.28681996634885026
80,0.09003095518867921,0.029296874999999944,0.6514541784080923,0.35442947624375476,0.4003655983699804,0.43259841181579317,1970.0,0.059369202226345084,0.24325002689232314
81,0.06273561336505884,0.021934066587459056,0.4858134081064907,0.43851573687747025,0.488062979761203,0.4588550864871649,1850.0,0.18323863636363635,0.27292777750087227
82,0.12173240849225608,-0.015959522617718325,0.7352253837547337,0.4503209658992314,0.6410476169856218,0.6222274931254715,1993.0,0.23076923076923078,0.2836361253542585
83,0.09243092688139015,0.05625080114426845,0.7611856123520955,0.7147738775888237,0.6727587069195531,0.6328899872702435,1542.0,0.10425844346549193,0.2586544631699821
84,0.09659550561797742,0.09809626480412992,0.8364336728199504,0.807271812636798,0.7595444883085333,0.7595444883085333,1263.0,0.039936102236421724,0.21793153653976605
85,0.07441067120652278,0.025873095245366018,0.4619551564423736,0.301660528493562,0.49358531649345105,0.33054367025323916,1746.0,0.2311111111111111,0.2521426873365614
86,0.07087463506656722,0.028034952093538124,0.7777997115306517,0.6966587323359454,0.66045474915376,0.5594094362026235,1133.0,0.5636503067484663,0.2588957383362529
87,0.0733756846675051,0.021496064429747996,0.9735943047343801,0.9499623248067365,0.7961913389465041,0.7035034561524444,1639.0,0.263724434876211,0.258851379168382
88,0.06101354725343533,0.03400619734885191,0.30462898860184046,0.25055829155624676,0.3895373725518156,0.3907364009333554,1387.0,0.0395010395010395,0.2668500499514171
89,0.02256733319827059,-0.011088644959339367,0.7950585544000929,0.7077587940540401,0.669475314074841,0.6132005580248935,1434.0,0.3300561797752809,0.2575214717690705
90,0.13103023991086288,0.0905637426236548,0.8512029426626027,0.8466996515478395,0.8927037544405388,0.8725296430559357,1436.0,0.1911211437170805,0.2823155216284987
91,0.0739555106597557,0.034155972585229843,0.6851153717953423,0.6396641733657319,0.7174310415277263,0.6959915897363474,1899.0,0.052132701421800945,0.29978008473205914
92,0.0834969157158631,0.024531468531468537,0.7159105608775509,0.3554531498534099,0.7694046777130136,0.35454326513307205,1105.0,0.185546875,0.26697832808089256
93,0.10147844750491858,0.044354195616581604,0.7394011785426623,0.7047072061662637,0.7112089959140797,0.5532179627138768,1005.0,0.2844638949671772,0.29213620134111296
94,0.07569475936511993,0.03957066553827493,0.6645629672813859,0.5621729852680556,0.6301608901268962,0.5805534403162315,1178.0,0.2426367461430575,0.27980676328502413
95,0.10103362426670476,0.11032464348738491,0.7650975124587132,0.7868274188936177,0.7126966563337215,0.6661863081633462,1872.0,0.13615023474178403,0.26961113348547905
96,0.04571611053992597,0.005110758014767791,0.3887782314137149,0.1541731269154706,0.4337010434879593,0.13840844575515923,1989.0,0.04933586337760911,0.2736416281067302
